weapon,refine,atk,crate,cdmg
Deathmatch (2+ Opponents),R2,10,1,14
Deathmatch (2+ Opponents),R3,10,1,14
Deathmatch (2+ Opponents),R4,10,1,14
Deathmatch (2+ Opponents),R5,9,1,15
Blackcliff (3 Stacks),R1,8,10,7
Blackcliff (3 Stacks),R2,8,10,7
Blackcliff (3 Stacks),R3,7,10,8
Blackcliff (3 Stacks),R4,6,10,9
Blackcliff (3 Stacks),R5,5,10,10
Blackcliff (2 Stacks),R1,9,10,6
Blackcliff (2 Stacks),R2,9,10,6
Blackcliff (2 Stacks),R3,8,10,7
Blackcliff (2 Stacks),R4,8,10,7
Blackcliff (2 Stacks),R5,7,10,8
Blackcliff (1 Stacks),R1,10,10,5
Blackcliff (1 Stacks),R2,10,10,5
Blackcliff (1 Stacks),R3,10,10,5
Blackcliff (1 Stacks),R4,10,10,5
Blackcliff (1 Stacks),R5,9,10,6
Blackcliff (0 Stacks),R1,12,10,3
Blackcliff (0 Stacks),R2,12,10,3
Blackcliff (0 Stacks),R3,12,10,3
Blackcliff (0 Stacks),R4,12,10,3
Blackcliff (0 Stacks),R5,12,10,3
MissiveWindspear (On),R1,3,10,12
MissiveWindspear (On),R2,3,10,12
MissiveWindspear (On),R3,3,10,12
MissiveWindspear (On),R4,3,10,12
MissiveWindspear (On),R5,2,10,13
MissiveWindspear (Off),R1,4,10,11
MissiveWindspear (Off),R2,4,10,11
MissiveWindspear (Off),R3,4,10,11
MissiveWindspear (Off),R4,4,10,11
MissiveWindspear (Off),R5,4,10,11
WavebreakersFin,R1,7,10,8
WavebreakersFin,R2,7,10,8
WavebreakersFin,R3,7,10,8
WavebreakersFin,R4,7,10,8
WavebreakersFin,R5,7,10,8
FavoniusLance,R1,8,10,7
FavoniusLance,R2,8,10,7
FavoniusLance,R3,8,10,7
FavoniusLance,R4,8,10,7
FavoniusLance,R5,8,10,7
PrototypeStarglitter,R1,8,10,7
PrototypeStarglitter,R2,8,10,7
PrototypeStarglitter,R3,8,10,7
PrototypeStarglitter,R4,8,10,7
PrototypeStarglitter,R5,8,10,7
WhiteTassel,R1,10,4,11
WhiteTassel,R2,10,4,11
WhiteTassel,R3,10,4,11
WhiteTassel,R4,10,4,11
WhiteTassel,R5,10,4,11
