weapon,refine,atk,crate,cdmg
Lithic (4 Stacks),R5,4,3,18
Lithic (3 Stacks),R1,4,8,13
Lithic (3 Stacks),R2,4,7,14
Lithic (3 Stacks),R3,5,6,14
Lithic (3 Stacks),R4,4,6,15
Lithic (3 Stacks),R5,4,5,16
Lithic (2 Stacks),R1,4,9,12
Lithic (2 Stacks),R2,4,8,13
Lithic (2 Stacks),R3,4,8,13
Lithic (2 Stacks),R4,5,7,13
Lithic (2 Stacks),R5,4,7,14
Lithic (1 Stacks),R1,5,9,11
Lithic (1 Stacks),R2,5,9,11
Lithic (1 Stacks),R3,4,9,12
Lithic (1 Stacks),R4,4,9,12
Lithic (1 Stacks),R5,5,8,12
Deathmatch (1 Opponent),R1,9,1,15
Deathmatch (1 Opponent),R2,9,1,15
Deathmatch (1 Opponent),R3,8,1,16
Deathmatch (1 Opponent),R4,7,1,17
Deathmatch (1 Opponent),R5,7,1,17
Deathmatch (2+ Opponents),R1,10,1,14
Deathmatch (2+ Opponents),R2,9,1,15
Deathmatch (2+ Opponents),R3,9,1,15
Deathmatch (2+ Opponents),R4,9,1,15
Deathmatch (2+ Opponents),R5,8,1,16
Blackcliff (3 Stacks),R1,7,10,8
Blackcliff (3 Stacks),R2,7,10,8
Blackcliff (3 Stacks),R3,6,10,9
Blackcliff (3 Stacks),R4,5,10,10
Blackcliff (3 Stacks),R5,4,10,11
Blackcliff (2 Stacks),R1,8,10,7
Blackcliff (2 Stacks),R2,8,10,7
Blackcliff (2 Stacks),R3,7,10,8
Blackcliff (2 Stacks),R4,7,10,8
Blackcliff (2 Stacks),R5,6,10,9
Blackcliff (1 Stacks),R1,9,10,6
Blackcliff (1 Stacks),R2,9,10,6
Blackcliff (1 Stacks),R3,9,10,6
Blackcliff (1 Stacks),R4,9,10,6
Blackcliff (1 Stacks),R5,8,10,7
Blackcliff (0 Stacks),R1,10,10,5
Blackcliff (0 Stacks),R2,10,10,5
Blackcliff (0 Stacks),R3,10,10,5
Blackcliff (0 Stacks),R4,10,10,5
Blackcliff (0 Stacks),R5,10,10,5
MissiveWindspear (On),R1,2,10,13
MissiveWindspear (On),R2,2,10,13
MissiveWindspear (On),R3,2,10,13
MissiveWindspear (On),R4,2,10,13
MissiveWindspear (On),R5,1,10,14
MissiveWindspear (Off),R1,3,10,12
MissiveWindspear (Off),R2,3,10,12
MissiveWindspear (Off),R3,3,10,12
MissiveWindspear (Off),R4,3,10,12
MissiveWindspear (Off),R5,3,10,12
WavebreakersFin,R1,6,10,9
WavebreakersFin,R2,6,10,9
WavebreakersFin,R3,6,10,9
WavebreakersFin,R4,6,10,9
WavebreakersFin,R5,6,10,9
FavoniusLance,R1,7,10,8
FavoniusLance,R2,7,10,8
FavoniusLance,R3,7,10,8
FavoniusLance,R4,7,10,8
FavoniusLance,R5,7,10,8
PrototypeStarglitter,R1,7,10,8
PrototypeStarglitter,R2,7,10,8
PrototypeStarglitter,R3,7,10,8
PrototypeStarglitter,R4,7,10,8
PrototypeStarglitter,R5,7,10,8
WhiteTassel,R1,9,4,12
WhiteTassel,R2,9,4,12
WhiteTassel,R3,9,4,12
WhiteTassel,R4,9,4,12
WhiteTassel,R5,9,4,12
