weapon,refine,atk,crate,cdmg
Blackcliff (2 Stacks),R5,3,10,12
Blackcliff (1 Stacks),R1,6,10,9
Blackcliff (1 Stacks),R2,6,10,9
Blackcliff (1 Stacks),R3,6,10,9
Blackcliff (1 Stacks),R4,5,10,10
Blackcliff (1 Stacks),R5,5,10,10
Blackcliff (0 Stacks),R1,7,10,8
Blackcliff (0 Stacks),R2,7,10,8
Blackcliff (0 Stacks),R3,7,10,8
Blackcliff (0 Stacks),R4,7,10,8
Blackcliff (0 Stacks),R5,7,10,8
MissiveWindspear (On),R1,0,10,15
MissiveWindspear (On),R2,0,10,15
MissiveWindspear (On),R3,0,10,15
MissiveWindspear (On),R4,0,10,15
MissiveWindspear (On),R5,0,10,15
MissiveWindspear (Off),R1,0,10,15
MissiveWindspear (Off),R2,0,10,15
MissiveWindspear (Off),R3,0,10,15
MissiveWindspear (Off),R4,0,10,15
MissiveWindspear (Off),R5,0,10,15
WavebreakersFin,R1,3,10,12
WavebreakersFin,R2,3,10,12
WavebreakersFin,R3,3,10,12
WavebreakersFin,R4,3,10,12
WavebreakersFin,R5,3,10,12
FavoniusLance,R1,4,10,11
FavoniusLance,R2,4,10,11
FavoniusLance,R3,4,10,11
FavoniusLance,R4,4,10,11
FavoniusLance,R5,4,10,11
PrototypeStarglitter,R1,4,10,11
PrototypeStarglitter,R2,4,10,11
PrototypeStarglitter,R3,4,10,11
PrototypeStarglitter,R4,4,10,11
PrototypeStarglitter,R5,4,10,11
WhiteTassel,R1,6,4,15
WhiteTassel,R2,6,4,15
WhiteTassel,R3,6,4,15
WhiteTassel,R4,6,4,15
WhiteTassel,R5,6,4,15
