weapon,refine,atk,crate,cdmg
SkywardSpine,R4,9,6,10
SkywardSpine,R5,8,6,11
EngulfingLightning,R1,4,10,11
EngulfingLightning,R2,4,10,11
EngulfingLightning,R3,3,10,12
EngulfingLightning,R4,3,10,12
EngulfingLightning,R5,2,10,13
Lithic (4 Stacks),R1,0,7,13
Lithic (4 Stacks),R2,1,6,13
Lithic (4 Stacks),R3,1,5,14
Lithic (4 Stacks),R4,1,4,15
Lithic (4 Stacks),R5,1,3,16
Lithic (3 Stacks),R1,0,8,12
Lithic (3 Stacks),R2,1,7,12
Lithic (3 Stacks),R3,1,6,13
Lithic (3 Stacks),R4,1,5,14
Lithic (3 Stacks),R5,1,5,14
Lithic (2 Stacks),R1,1,8,11
Lithic (2 Stacks),R2,1,8,11
Lithic (2 Stacks),R3,1,7,12
Lithic (2 Stacks),R4,1,7,12
Lithic (2 Stacks),R5,2,6,12
Lithic (1 Stacks),R1,1,9,10
Lithic (1 Stacks),R2,1,9,10
Lithic (1 Stacks),R3,1,9,10
Lithic (1 Stacks),R4,2,8,10
Lithic (1 Stacks),R5,1,8,11
Deathmatch (1 Opponent),R1,6,0,14
Deathmatch (1 Opponent),R2,6,0,14
Deathmatch (1 Opponent),R3,5,1,14
Deathmatch (1 Opponent),R4,4,1,15
Deathmatch (1 Opponent),R5,4,1,15
Deathmatch (2+ Opponents),R1,7,0,13
Deathmatch (2+ Opponents),R2,7,0,13
Deathmatch (2+ Opponents),R3,6,0,14
Deathmatch (2+ Opponents),R4,6,0,14
Deathmatch (2+ Opponents),R5,5,1,14
Blackcliff (3 Stacks),R1,4,10,6
Blackcliff (3 Stacks),R2,3,10,7
Blackcliff (3 Stacks),R3,2,10,8
Blackcliff (3 Stacks),R4,2,10,8
Blackcliff (3 Stacks),R5,1,10,9
Blackcliff (2 Stacks),R1,5,10,5
Blackcliff (2 Stacks),R2,4,10,6
Blackcliff (2 Stacks),R3,4,10,6
Blackcliff (2 Stacks),R4,3,10,7
Blackcliff (2 Stacks),R5,3,10,7
Blackcliff (1 Stacks),R1,6,10,4
Blackcliff (1 Stacks),R2,6,10,4
Blackcliff (1 Stacks),R3,5,10,5
Blackcliff (1 Stacks),R4,5,10,5
Blackcliff (1 Stacks),R5,5,10,5
Blackcliff (0 Stacks),R1,7,10,3
Blackcliff (0 Stacks),R2,7,10,3
Blackcliff (0 Stacks),R3,7,10,3
Blackcliff (0 Stacks),R4,7,10,3
Blackcliff (0 Stacks),R5,7,10,3
MissiveWindspear (On),R1,0,10,10
MissiveWindspear (On),R2,0,10,10
MissiveWindspear (On),R3,0,10,10
MissiveWindspear (On),R4,0,10,10
MissiveWindspear (On),R5,0,10,10
MissiveWindspear (Off),R1,0,10,10
MissiveWindspear (Off),R2,0,10,10
MissiveWindspear (Off),R3,0,10,10
MissiveWindspear (Off),R4,0,10,10
MissiveWindspear (Off),R5,0,10,10
WavebreakersFin,R1,4,8,8
WavebreakersFin,R2,4,8,8
WavebreakersFin,R3,4,8,8
WavebreakersFin,R4,4,8,8
WavebreakersFin,R5,4,8,8
FavoniusLance,R1,7,9,9
FavoniusLance,R2,7,9,9
FavoniusLance,R3,7,9,9
FavoniusLance,R4,7,9,9
FavoniusLance,R5,7,9,9
PrototypeStarglitter,R1,6,10,9
PrototypeStarglitter,R2,6,10,9
PrototypeStarglitter,R3,6,10,9
PrototypeStarglitter,R4,6,10,9
PrototypeStarglitter,R5,6,10,9
WhiteTassel,R1,6,4,10
WhiteTassel,R2,6,4,10
WhiteTassel,R3,6,4,10
WhiteTassel,R4,6,4,10
WhiteTassel,R5,6,4,10
