weapon,refine,atk,crate,cdmg
Lithic (1 Stacks),R2,0,16,9
Lithic (1 Stacks),R3,0,16,9
Lithic (1 Stacks),R4,0,16,9
Lithic (1 Stacks),R5,0,16,9
Deathmatch (1 Opponent),R1,3,10,12
Deathmatch (1 Opponent),R2,3,10,12
Deathmatch (1 Opponent),R3,2,10,13
Deathmatch (1 Opponent),R4,2,10,13
Deathmatch (1 Opponent),R5,1,10,14
Deathmatch (2+ Opponents),R1,4,10,11
Deathmatch (2+ Opponents),R2,4,10,11
Deathmatch (2+ Opponents),R3,3,10,12
Deathmatch (2+ Opponents),R4,3,10,12
Deathmatch (2+ Opponents),R5,3,10,12
Blackcliff (3 Stacks),R1,2,19,4
Blackcliff (3 Stacks),R2,1,19,5
Blackcliff (3 Stacks),R3,0,19,6
Blackcliff (3 Stacks),R4,0,19,6
Blackcliff (3 Stacks),R5,0,19,6
Blackcliff (2 Stacks),R1,3,19,3
Blackcliff (2 Stacks),R2,2,19,4
Blackcliff (2 Stacks),R3,2,19,4
Blackcliff (2 Stacks),R4,1,19,5
Blackcliff (2 Stacks),R5,1,19,5
Blackcliff (1 Stacks),R1,4,18,3
Blackcliff (1 Stacks),R2,4,18,3
Blackcliff (1 Stacks),R3,4,18,3
Blackcliff (1 Stacks),R4,3,19,3
Blackcliff (1 Stacks),R5,3,19,3
Blackcliff (0 Stacks),R1,6,17,2
Blackcliff (0 Stacks),R2,6,17,2
Blackcliff (0 Stacks),R3,6,17,2
Blackcliff (0 Stacks),R4,6,17,2
Blackcliff (0 Stacks),R5,6,17,2
MissiveWindspear (On),R1,0,17,8
MissiveWindspear (On),R2,0,17,8
MissiveWindspear (On),R3,0,17,8
MissiveWindspear (On),R4,0,17,8
MissiveWindspear (On),R5,0,17,8
MissiveWindspear (Off),R1,0,17,8
MissiveWindspear (Off),R2,0,17,8
MissiveWindspear (Off),R3,0,17,8
MissiveWindspear (Off),R4,0,17,8
MissiveWindspear (Off),R5,0,17,8
WavebreakersFin,R1,4,15,6
WavebreakersFin,R2,4,15,6
WavebreakersFin,R3,4,15,6
WavebreakersFin,R4,4,15,6
WavebreakersFin,R5,4,15,6
FavoniusLance,R1,5,14,6
FavoniusLance,R2,5,14,6
FavoniusLance,R3,5,14,6
FavoniusLance,R4,5,14,6
FavoniusLance,R5,5,14,6
PrototypeStarglitter,R1,5,14,6
PrototypeStarglitter,R2,5,14,6
PrototypeStarglitter,R3,5,14,6
PrototypeStarglitter,R4,5,14,6
PrototypeStarglitter,R5,5,14,6
WhiteTassel,R1,5,11,9
WhiteTassel,R2,5,11,9
WhiteTassel,R3,5,11,9
WhiteTassel,R4,5,11,9
WhiteTassel,R5,5,11,9
