weapon,refine,atk,crate,cdmg
MissiveWindspear (Off),R2,0,17,8
MissiveWindspear (Off),R3,0,17,8
MissiveWindspear (Off),R4,0,17,8
MissiveWindspear (Off),R5,0,17,8
WavebreakersFin,R1,0,17,8
WavebreakersFin,R2,0,17,8
WavebreakersFin,R3,0,17,8
WavebreakersFin,R4,0,17,8
WavebreakersFin,R5,0,17,8
FavoniusLance,R1,0,17,8
FavoniusLance,R2,0,17,8
FavoniusLance,R3,0,17,8
FavoniusLance,R4,0,17,8
FavoniusLance,R5,0,17,8
PrototypeStarglitter,R1,0,17,8
PrototypeStarglitter,R2,0,17,8
PrototypeStarglitter,R3,0,17,8
PrototypeStarglitter,R4,0,17,8
PrototypeStarglitter,R5,0,17,8
WhiteTassel,R1,0,13,12
WhiteTassel,R2,0,13,12
WhiteTassel,R3,0,13,12
WhiteTassel,R4,0,13,12
WhiteTassel,R5,0,13,12
