weapon,refine,atk,crate,cdmg
SkywardSpine,R2,1,16,8
SkywardSpine,R3,1,16,8
SkywardSpine,R4,1,15,9
SkywardSpine,R5,1,15,9
EngulfingLightning,R1,0,19,6
EngulfingLightning,R2,0,19,6
EngulfingLightning,R3,0,19,6
EngulfingLightning,R4,0,19,6
EngulfingLightning,R5,0,19,6
SacrificersStaff,R1,0,17,8
SacrificersStaff,R2,0,17,8
SacrificersStaff,R3,0,17,8
SacrificersStaff,R4,0,17,8
SacrificersStaff,R5,0,17,8
Lithic (4 Stacks),R1,0,16,9
Lithic (4 Stacks),R2,0,15,10
Lithic (4 Stacks),R3,0,14,11
Lithic (4 Stacks),R4,0,13,12
Lithic (4 Stacks),R5,0,12,13
Lithic (3 Stacks),R1,0,17,8
Lithic (3 Stacks),R2,0,16,9
Lithic (3 Stacks),R3,0,15,10
Lithic (3 Stacks),R4,0,15,10
Lithic (3 Stacks),R5,0,14,11
Lithic (2 Stacks),R1,0,18,7
Lithic (2 Stacks),R2,0,17,8
Lithic (2 Stacks),R3,0,17,8
Lithic (2 Stacks),R4,0,16,9
Lithic (2 Stacks),R5,0,16,9
Lithic (1 Stacks),R1,0,18,7
Lithic (1 Stacks),R2,0,18,7
Lithic (1 Stacks),R3,0,18,7
Lithic (1 Stacks),R4,0,18,7
Lithic (1 Stacks),R5,0,17,8
Deathmatch (1 Opponent),R1,1,10,14
Deathmatch (1 Opponent),R2,0,10,15
Deathmatch (1 Opponent),R3,0,10,15
Deathmatch (1 Opponent),R4,0,10,15
Deathmatch (1 Opponent),R5,0,10,15
Deathmatch (2+ Opponents),R1,2,10,13
Deathmatch (2+ Opponents),R2,1,10,14
Deathmatch (2+ Opponents),R3,1,10,14
Deathmatch (2+ Opponents),R4,1,10,14
Deathmatch (2+ Opponents),R5,0,10,15
Blackcliff (3 Stacks),R1,0,19,6
Blackcliff (3 Stacks),R2,0,19,6
Blackcliff (3 Stacks),R3,0,19,6
Blackcliff (3 Stacks),R4,0,19,6
Blackcliff (3 Stacks),R5,0,19,6
Blackcliff (2 Stacks),R1,0,19,6
Blackcliff (2 Stacks),R2,0,19,6
Blackcliff (2 Stacks),R3,0,19,6
Blackcliff (2 Stacks),R4,0,19,6
Blackcliff (2 Stacks),R5,0,19,6
Blackcliff (1 Stacks),R1,1,19,5
Blackcliff (1 Stacks),R2,1,19,5
Blackcliff (1 Stacks),R3,1,19,5
Blackcliff (1 Stacks),R4,1,19,5
Blackcliff (1 Stacks),R5,0,19,6
Blackcliff (0 Stacks),R1,2,19,4
Blackcliff (0 Stacks),R2,2,19,4
Blackcliff (0 Stacks),R3,2,19,4
Blackcliff (0 Stacks),R4,2,19,4
Blackcliff (0 Stacks),R5,2,19,4
MissiveWindspear (On),R1,0,19,6
MissiveWindspear (On),R2,0,19,6
MissiveWindspear (On),R3,0,19,6
MissiveWindspear (On),R4,0,19,6
MissiveWindspear (On),R5,0,19,6
MissiveWindspear (Off),R1,0,19,6
MissiveWindspear (Off),R2,0,19,6
MissiveWindspear (Off),R3,0,19,6
MissiveWindspear (Off),R4,0,19,6
MissiveWindspear (Off),R5,0,19,6
WavebreakersFin,R1,0,19,6
WavebreakersFin,R2,0,19,6
WavebreakersFin,R3,0,19,6
WavebreakersFin,R4,0,19,6
WavebreakersFin,R5,0,19,6
FavoniusLance,R1,0,19,6
FavoniusLance,R2,0,19,6
FavoniusLance,R3,0,19,6
FavoniusLance,R4,0,19,6
FavoniusLance,R5,0,19,6
PrototypeStarglitter,R1,0,19,6
PrototypeStarglitter,R2,0,19,6
PrototypeStarglitter,R3,0,19,6
PrototypeStarglitter,R4,0,19,6
PrototypeStarglitter,R5,0,19,6
WhiteTassel,R1,1,13,11
WhiteTassel,R2,1,13,11
WhiteTassel,R3,1,13,11
WhiteTassel,R4,1,13,11
WhiteTassel,R5,1,13,11
