weapon,refine,atk,crate,cdmg
Lithic (1 Stacks),R3,0,18,7
Lithic (1 Stacks),R4,0,18,7
Lithic (1 Stacks),R5,0,17,8
Deathmatch (1 Opponent),R1,3,10,12
Deathmatch (1 Opponent),R2,3,10,12
Deathmatch (1 Opponent),R3,2,10,13
Deathmatch (1 Opponent),R4,2,10,13
Deathmatch (1 Opponent),R5,1,10,14
Deathmatch (2+ Opponents),R1,4,10,11
Deathmatch (2+ Opponents),R2,4,10,11
Deathmatch (2+ Opponents),R3,3,10,12
Deathmatch (2+ Opponents),R4,3,10,12
Deathmatch (2+ Opponents),R5,3,10,12
Blackcliff (3 Stacks),R1,2,19,4
Blackcliff (3 Stacks),R2,1,19,5
Blackcliff (3 Stacks),R3,0,19,6
Blackcliff (3 Stacks),R4,0,19,6
Blackcliff (3 Stacks),R5,0,19,6
Blackcliff (2 Stacks),R1,3,19,3
Blackcliff (2 Stacks),R2,2,19,4
Blackcliff (2 Stacks),R3,2,19,4
Blackcliff (2 Stacks),R4,1,19,5
Blackcliff (2 Stacks),R5,1,19,5
Blackcliff (1 Stacks),R1,4,19,2
Blackcliff (1 Stacks),R2,4,19,2
Blackcliff (1 Stacks),R3,3,19,3
Blackcliff (1 Stacks),R4,3,19,3
Blackcliff (1 Stacks),R5,3,19,3
Blackcliff (0 Stacks),R1,5,19,1
Blackcliff (0 Stacks),R2,5,19,1
Blackcliff (0 Stacks),R3,5,19,1
Blackcliff (0 Stacks),R4,5,19,1
Blackcliff (0 Stacks),R5,5,19,1
MissiveWindspear (On),R1,0,19,6
MissiveWindspear (On),R2,0,19,6
MissiveWindspear (On),R3,0,19,6
MissiveWindspear (On),R4,0,19,6
MissiveWindspear (On),R5,0,19,6
MissiveWindspear (Off),R1,0,19,6
MissiveWindspear (Off),R2,0,19,6
MissiveWindspear (Off),R3,0,19,6
MissiveWindspear (Off),R4,0,19,6
MissiveWindspear (Off),R5,0,19,6
WavebreakersFin,R1,1,19,5
WavebreakersFin,R2,1,19,5
WavebreakersFin,R3,1,19,5
WavebreakersFin,R4,1,19,5
WavebreakersFin,R5,1,19,5
FavoniusLance,R1,2,18,5
FavoniusLance,R2,2,18,5
FavoniusLance,R3,2,18,5
FavoniusLance,R4,2,18,5
FavoniusLance,R5,2,18,5
PrototypeStarglitter,R1,2,18,5
PrototypeStarglitter,R2,2,18,5
PrototypeStarglitter,R3,2,18,5
PrototypeStarglitter,R4,2,18,5
PrototypeStarglitter,R5,2,18,5
WhiteTassel,R1,4,13,8
WhiteTassel,R2,4,13,8
WhiteTassel,R3,4,13,8
WhiteTassel,R4,4,13,8
WhiteTassel,R5,4,13,8
