weapon,refine,atk,crate,cdmg
MissiveWindspear (Off),R2,0,19,6
MissiveWindspear (Off),R3,0,19,6
MissiveWindspear (Off),R4,0,19,6
MissiveWindspear (Off),R5,0,19,6
WavebreakersFin,R1,0,19,6
WavebreakersFin,R2,0,19,6
WavebreakersFin,R3,0,19,6
WavebreakersFin,R4,0,19,6
WavebreakersFin,R5,0,19,6
FavoniusLance,R1,0,19,11
FavoniusLance,R2,0,19,11
FavoniusLance,R3,0,19,11
FavoniusLance,R4,0,19,11
FavoniusLance,R5,0,19,11
PrototypeStarglitter,R1,0,19,11
PrototypeStarglitter,R2,0,19,11
PrototypeStarglitter,R3,0,19,11
PrototypeStarglitter,R4,0,19,11
PrototypeStarglitter,R5,0,19,11
WhiteTassel,R1,0,13,12
WhiteTassel,R2,0,13,12
WhiteTassel,R3,0,13,12
WhiteTassel,R4,0,13,12
WhiteTassel,R5,0,13,12
