weapon,refine,atk,crate,cdmg
Lithic (2 Stacks),R1,0,6,19
Lithic (2 Stacks),R2,0,5,20
Lithic (2 Stacks),R3,0,5,20
Lithic (2 Stacks),R4,0,4,21
Lithic (2 Stacks),R5,0,4,21
Lithic (1 Stacks),R1,0,6,19
Lithic (1 Stacks),R2,0,6,19
Lithic (1 Stacks),R3,0,6,19
Lithic (1 Stacks),R4,0,6,19
Lithic (1 Stacks),R5,0,5,20
Deathmatch (1 Opponent),R1,0,0,25
Deathmatch (1 Opponent),R2,0,0,25
Deathmatch (1 Opponent),R3,0,0,25
Deathmatch (1 Opponent),R4,0,0,25
Deathmatch (1 Opponent),R5,0,0,25
Deathmatch (2+ Opponents),R1,1,0,24
Deathmatch (2+ Opponents),R2,1,0,24
Deathmatch (2+ Opponents),R3,0,0,25
Deathmatch (2+ Opponents),R4,0,0,25
Deathmatch (2+ Opponents),R5,0,0,25
Blackcliff (3 Stacks),R1,0,7,18
Blackcliff (3 Stacks),R2,0,7,18
Blackcliff (3 Stacks),R3,0,7,18
Blackcliff (3 Stacks),R4,0,7,18
Blackcliff (3 Stacks),R5,0,7,18
Blackcliff (2 Stacks),R1,1,7,17
Blackcliff (2 Stacks),R2,1,7,17
Blackcliff (2 Stacks),R3,0,7,18
Blackcliff (2 Stacks),R4,0,7,18
Blackcliff (2 Stacks),R5,0,7,18
Blackcliff (1 Stacks),R1,2,7,16
Blackcliff (1 Stacks),R2,2,7,16
Blackcliff (1 Stacks),R3,2,7,16
Blackcliff (1 Stacks),R4,2,7,16
Blackcliff (1 Stacks),R5,1,7,17
Blackcliff (0 Stacks),R1,3,7,15
Blackcliff (0 Stacks),R2,3,7,15
Blackcliff (0 Stacks),R3,3,7,15
Blackcliff (0 Stacks),R4,3,7,15
Blackcliff (0 Stacks),R5,3,7,15
MissiveWindspear (On),R1,0,7,18
MissiveWindspear (On),R2,0,7,18
MissiveWindspear (On),R3,0,7,18
MissiveWindspear (On),R4,0,7,18
MissiveWindspear (On),R5,0,7,18
MissiveWindspear (Off),R1,0,7,18
MissiveWindspear (Off),R2,0,7,18
MissiveWindspear (Off),R3,0,7,18
MissiveWindspear (Off),R4,0,7,18
MissiveWindspear (Off),R5,0,7,18
WavebreakersFin,R1,0,7,18
WavebreakersFin,R2,0,7,18
WavebreakersFin,R3,0,7,18
WavebreakersFin,R4,0,7,18
WavebreakersFin,R5,0,7,18
FavoniusLance,R1,3,7,20
FavoniusLance,R2,3,7,20
FavoniusLance,R3,3,7,20
FavoniusLance,R4,3,7,20
FavoniusLance,R5,3,7,20
PrototypeStarglitter,R1,2,7,21
PrototypeStarglitter,R2,2,7,21
PrototypeStarglitter,R3,2,7,21
PrototypeStarglitter,R4,2,7,21
PrototypeStarglitter,R5,2,7,21
WhiteTassel,R1,1,1,23
WhiteTassel,R2,1,1,23
WhiteTassel,R3,1,1,23
WhiteTassel,R4,1,1,23
WhiteTassel,R5,1,1,23
