weapon,refine,atk,crate,cdmg
StaffOfTheScarletSands,R5,13,0,12
SkywardSpine,R1,14,5,11
SkywardSpine,R2,14,4,12
SkywardSpine,R3,14,4,12
SkywardSpine,R4,15,3,12
SkywardSpine,R5,15,3,12
EngulfingLightning,R1,11,7,12
EngulfingLightning,R2,10,7,13
EngulfingLightning,R3,10,7,13
EngulfingLightning,R4,9,7,14
EngulfingLightning,R5,8,7,15
Lithic (4 Stacks),R1,7,4,14
Lithic (4 Stacks),R2,7,3,15
Lithic (4 Stacks),R3,7,2,16
Lithic (4 Stacks),R4,7,1,17
Lithic (4 Stacks),R5,7,0,18
Lithic (3 Stacks),R1,7,5,13
Lithic (3 Stacks),R2,7,4,14
Lithic (3 Stacks),R3,7,3,15
Lithic (3 Stacks),R4,7,3,15
Lithic (3 Stacks),R5,7,2,16
Lithic (2 Stacks),R1,7,6,12
Lithic (2 Stacks),R2,7,5,13
Lithic (2 Stacks),R3,7,5,13
Lithic (2 Stacks),R4,7,4,14
Lithic (2 Stacks),R5,7,4,14
Lithic (1 Stacks),R1,8,6,11
Lithic (1 Stacks),R2,7,6,12
Lithic (1 Stacks),R3,7,6,12
Lithic (1 Stacks),R4,7,6,12
Lithic (1 Stacks),R5,8,5,12
Deathmatch (1 Opponent),R1,11,0,14
Deathmatch (1 Opponent),R2,10,0,15
Deathmatch (1 Opponent),R3,10,0,15
Deathmatch (1 Opponent),R4,9,0,16
Deathmatch (1 Opponent),R5,9,0,16
Deathmatch (2+ Opponents),R1,11,0,14
Deathmatch (2+ Opponents),R2,11,0,14
Deathmatch (2+ Opponents),R3,11,0,14
Deathmatch (2+ Opponents),R4,10,0,15
Deathmatch (2+ Opponents),R5,10,0,15
Blackcliff (3 Stacks),R1,10,7,8
Blackcliff (3 Stacks),R2,9,7,9
Blackcliff (3 Stacks),R3,9,7,9
Blackcliff (3 Stacks),R4,8,7,10
Blackcliff (3 Stacks),R5,7,7,11
Blackcliff (2 Stacks),R1,11,7,7
Blackcliff (2 Stacks),R2,11,7,7
Blackcliff (2 Stacks),R3,10,7,8
Blackcliff (2 Stacks),R4,10,7,8
Blackcliff (2 Stacks),R5,9,7,9
Blackcliff (1 Stacks),R1,12,7,6
Blackcliff (1 Stacks),R2,12,7,6
Blackcliff (1 Stacks),R3,12,7,6
Blackcliff (1 Stacks),R4,11,7,7
Blackcliff (1 Stacks),R5,11,7,7
Blackcliff (0 Stacks),R1,13,7,5
Blackcliff (0 Stacks),R2,13,7,5
Blackcliff (0 Stacks),R3,13,7,5
Blackcliff (0 Stacks),R4,13,7,5
Blackcliff (0 Stacks),R5,13,7,5
MissiveWindspear (On),R1,5,7,13
MissiveWindspear (On),R2,5,7,13
MissiveWindspear (On),R3,5,7,13
MissiveWindspear (On),R4,4,7,14
MissiveWindspear (On),R5,4,7,14
MissiveWindspear (Off),R1,6,7,12
MissiveWindspear (Off),R2,6,7,12
MissiveWindspear (Off),R3,6,7,12
MissiveWindspear (Off),R4,6,7,12
MissiveWindspear (Off),R5,6,7,12
WavebreakersFin,R1,9,7,9
WavebreakersFin,R2,9,7,9
WavebreakersFin,R3,9,7,9
WavebreakersFin,R4,9,7,9
WavebreakersFin,R5,9,7,9
FavoniusLance,R1,12,7,11
FavoniusLance,R2,12,7,11
FavoniusLance,R3,12,7,11
FavoniusLance,R4,12,7,11
FavoniusLance,R5,12,7,11
PrototypeStarglitter,R1,12,7,11
PrototypeStarglitter,R2,12,7,11
PrototypeStarglitter,R3,12,7,11
PrototypeStarglitter,R4,12,7,11
PrototypeStarglitter,R5,12,7,11
WhiteTassel,R1,12,1,12
WhiteTassel,R2,12,1,12
WhiteTassel,R3,12,1,12
WhiteTassel,R4,12,1,12
WhiteTassel,R5,12,1,12
