weapon,refine,atk,crate,cdmg
Lithic (4 Stacks),R2,0,3,22
Lithic (4 Stacks),R3,0,2,23
Lithic (4 Stacks),R4,0,1,24
Lithic (4 Stacks),R5,0,0,25
Lithic (3 Stacks),R1,0,5,20
Lithic (3 Stacks),R2,0,4,21
Lithic (3 Stacks),R3,0,4,21
Lithic (3 Stacks),R4,0,3,22
Lithic (3 Stacks),R5,0,2,23
Lithic (2 Stacks),R1,0,6,19
Lithic (2 Stacks),R2,0,5,20
Lithic (2 Stacks),R3,0,5,20
Lithic (2 Stacks),R4,0,4,21
Lithic (2 Stacks),R5,0,4,21
Lithic (1 Stacks),R1,0,7,18
Lithic (1 Stacks),R2,0,6,19
Lithic (1 Stacks),R3,0,6,19
Lithic (1 Stacks),R4,0,6,19
Lithic (1 Stacks),R5,0,6,19
Deathmatch (1 Opponent),R1,2,0,23
Deathmatch (1 Opponent),R2,2,0,23
Deathmatch (1 Opponent),R3,1,0,24
Deathmatch (1 Opponent),R4,1,0,24
Deathmatch (1 Opponent),R5,0,0,25
Deathmatch (2+ Opponents),R1,3,0,22
Deathmatch (2+ Opponents),R2,2,0,23
Deathmatch (2+ Opponents),R3,2,0,23
Deathmatch (2+ Opponents),R4,2,0,23
Deathmatch (2+ Opponents),R5,1,0,24
Blackcliff (3 Stacks),R1,2,7,16
Blackcliff (3 Stacks),R2,2,7,16
Blackcliff (3 Stacks),R3,1,7,17
Blackcliff (3 Stacks),R4,0,7,18
Blackcliff (3 Stacks),R5,0,7,18
Blackcliff (2 Stacks),R1,3,7,15
Blackcliff (2 Stacks),R2,3,7,15
Blackcliff (2 Stacks),R3,2,7,16
Blackcliff (2 Stacks),R4,2,7,16
Blackcliff (2 Stacks),R5,1,7,17
Blackcliff (1 Stacks),R1,4,7,14
Blackcliff (1 Stacks),R2,4,7,14
Blackcliff (1 Stacks),R3,4,7,14
Blackcliff (1 Stacks),R4,4,7,14
Blackcliff (1 Stacks),R5,3,7,15
Blackcliff (0 Stacks),R1,5,7,13
Blackcliff (0 Stacks),R2,5,7,13
Blackcliff (0 Stacks),R3,5,7,13
Blackcliff (0 Stacks),R4,5,7,13
Blackcliff (0 Stacks),R5,5,7,13
MissiveWindspear (On),R1,0,7,18
MissiveWindspear (On),R2,0,7,18
MissiveWindspear (On),R3,0,7,18
MissiveWindspear (On),R4,0,7,18
MissiveWindspear (On),R5,0,7,18
MissiveWindspear (Off),R1,0,7,18
MissiveWindspear (Off),R2,0,7,18
MissiveWindspear (Off),R3,0,7,18
MissiveWindspear (Off),R4,0,7,18
MissiveWindspear (Off),R5,0,7,18
WavebreakersFin,R1,2,7,16
WavebreakersFin,R2,2,7,16
WavebreakersFin,R3,2,7,16
WavebreakersFin,R4,2,7,16
WavebreakersFin,R5,2,7,16
FavoniusLance,R1,5,7,18
FavoniusLance,R2,5,7,18
FavoniusLance,R3,5,7,18
FavoniusLance,R4,5,7,18
FavoniusLance,R5,5,7,18
PrototypeStarglitter,R1,4,7,19
PrototypeStarglitter,R2,4,7,19
PrototypeStarglitter,R3,4,7,19
PrototypeStarglitter,R4,4,7,19
PrototypeStarglitter,R5,4,7,19
WhiteTassel,R1,3,1,21
WhiteTassel,R2,3,1,21
WhiteTassel,R3,3,1,21
WhiteTassel,R4,3,1,21
WhiteTassel,R5,3,1,21
