weapon,refine,atk,crate,cdmg
Deathmatch (1 Opponent),R3,0,0,25
Deathmatch (1 Opponent),R4,0,0,25
Deathmatch (1 Opponent),R5,0,0,25
Deathmatch (2+ Opponents),R1,0,0,25
Deathmatch (2+ Opponents),R2,0,0,25
Deathmatch (2+ Opponents),R3,0,0,25
Deathmatch (2+ Opponents),R4,0,0,25
Deathmatch (2+ Opponents),R5,0,0,25
Blackcliff (3 Stacks),R1,0,9,16
Blackcliff (3 Stacks),R2,0,9,16
Blackcliff (3 Stacks),R3,0,9,16
Blackcliff (3 Stacks),R4,0,9,16
Blackcliff (3 Stacks),R5,0,9,16
Blackcliff (2 Stacks),R1,0,9,16
Blackcliff (2 Stacks),R2,0,9,16
Blackcliff (2 Stacks),R3,0,9,16
Blackcliff (2 Stacks),R4,0,9,16
Blackcliff (2 Stacks),R5,0,9,16
Blackcliff (1 Stacks),R1,0,9,16
Blackcliff (1 Stacks),R2,0,9,16
Blackcliff (1 Stacks),R3,0,9,16
Blackcliff (1 Stacks),R4,0,9,16
Blackcliff (1 Stacks),R5,0,9,16
Blackcliff (0 Stacks),R1,0,9,16
Blackcliff (0 Stacks),R2,0,9,16
Blackcliff (0 Stacks),R3,0,9,16
Blackcliff (0 Stacks),R4,0,9,16
Blackcliff (0 Stacks),R5,0,9,16
MissiveWindspear (On),R1,0,9,16
MissiveWindspear (On),R2,0,9,16
MissiveWindspear (On),R3,0,9,16
MissiveWindspear (On),R4,0,9,16
MissiveWindspear (On),R5,0,9,16
MissiveWindspear (Off),R1,0,9,16
MissiveWindspear (Off),R2,0,9,16
MissiveWindspear (Off),R3,0,9,16
MissiveWindspear (Off),R4,0,9,16
MissiveWindspear (Off),R5,0,9,16
WavebreakersFin,R1,0,9,16
WavebreakersFin,R2,0,9,16
WavebreakersFin,R3,0,9,16
WavebreakersFin,R4,0,9,16
WavebreakersFin,R5,0,9,16
FavoniusLance,R1,0,9,21
FavoniusLance,R2,0,9,21
FavoniusLance,R3,0,9,21
FavoniusLance,R4,0,9,21
FavoniusLance,R5,0,9,21
PrototypeStarglitter,R1,0,9,21
PrototypeStarglitter,R2,0,9,21
PrototypeStarglitter,R3,0,9,21
PrototypeStarglitter,R4,0,9,21
PrototypeStarglitter,R5,0,9,21
WhiteTassel,R1,0,3,22
WhiteTassel,R2,0,3,22
WhiteTassel,R3,0,3,22
WhiteTassel,R4,0,3,22
WhiteTassel,R5,0,3,22
