weapon,refine,atk,crate,cdmg
StaffOfTheScarletSands,R4,6,8,6
StaffOfTheScarletSands,R5,6,8,6
SkywardSpine,R1,5,13,2
SkywardSpine,R2,5,13,2
SkywardSpine,R3,6,12,2
SkywardSpine,R4,6,12,2
SkywardSpine,R5,5,12,3
EngulfingLightning,R1,1,16,3
EngulfingLightning,R2,1,16,3
EngulfingLightning,R3,0,17,3
EngulfingLightning,R4,0,17,3
EngulfingLightning,R5,0,17,3
Lithic (4 Stacks),R1,0,15,5
Lithic (4 Stacks),R2,0,15,5
Lithic (4 Stacks),R3,0,14,6
Lithic (4 Stacks),R4,0,13,7
Lithic (4 Stacks),R5,0,12,8
Lithic (3 Stacks),R1,0,16,4
Lithic (3 Stacks),R2,0,15,5
Lithic (3 Stacks),R3,0,15,5
Lithic (3 Stacks),R4,0,14,6
Lithic (3 Stacks),R5,0,14,6
Lithic (2 Stacks),R1,0,16,4
Lithic (2 Stacks),R2,0,16,4
Lithic (2 Stacks),R3,0,15,5
Lithic (2 Stacks),R4,0,15,5
Lithic (2 Stacks),R5,0,15,5
Lithic (1 Stacks),R1,0,16,4
Lithic (1 Stacks),R2,0,16,4
Lithic (1 Stacks),R3,0,16,4
Lithic (1 Stacks),R4,0,16,4
Lithic (1 Stacks),R5,0,16,4
Deathmatch (1 Opponent),R1,2,10,8
Deathmatch (1 Opponent),R2,2,10,8
Deathmatch (1 Opponent),R3,1,10,9
Deathmatch (1 Opponent),R4,1,10,9
Deathmatch (1 Opponent),R5,0,10,10
Deathmatch (2+ Opponents),R1,3,10,7
Deathmatch (2+ Opponents),R2,3,10,7
Deathmatch (2+ Opponents),R3,2,10,8
Deathmatch (2+ Opponents),R4,2,10,8
Deathmatch (2+ Opponents),R5,2,10,8
Blackcliff (3 Stacks),R1,1,19,0
Blackcliff (3 Stacks),R2,0,19,1
Blackcliff (3 Stacks),R3,0,19,1
Blackcliff (3 Stacks),R4,0,19,1
Blackcliff (3 Stacks),R5,0,19,1
Blackcliff (2 Stacks),R1,1,19,0
Blackcliff (2 Stacks),R2,1,19,0
Blackcliff (2 Stacks),R3,1,19,0
Blackcliff (2 Stacks),R4,0,19,1
Blackcliff (2 Stacks),R5,0,19,1
Blackcliff (1 Stacks),R1,2,18,0
Blackcliff (1 Stacks),R2,2,18,0
Blackcliff (1 Stacks),R3,1,19,0
Blackcliff (1 Stacks),R4,1,19,0
Blackcliff (1 Stacks),R5,1,19,0
Blackcliff (0 Stacks),R1,3,17,0
Blackcliff (0 Stacks),R2,3,17,0
Blackcliff (0 Stacks),R3,3,17,0
Blackcliff (0 Stacks),R4,3,17,0
Blackcliff (0 Stacks),R5,3,17,0
MissiveWindspear (On),R1,0,17,3
MissiveWindspear (On),R2,0,17,3
MissiveWindspear (On),R3,0,17,3
MissiveWindspear (On),R4,0,17,3
MissiveWindspear (On),R5,0,17,3
MissiveWindspear (Off),R1,0,17,3
MissiveWindspear (Off),R2,0,17,3
MissiveWindspear (Off),R3,0,17,3
MissiveWindspear (Off),R4,0,17,3
MissiveWindspear (Off),R5,0,17,3
WavebreakersFin,R1,3,15,2
WavebreakersFin,R2,3,15,2
WavebreakersFin,R3,3,15,2
WavebreakersFin,R4,3,15,2
WavebreakersFin,R5,3,15,2
FavoniusLance,R1,4,15,1
FavoniusLance,R2,4,15,1
FavoniusLance,R3,4,15,1
FavoniusLance,R4,4,15,1
FavoniusLance,R5,4,15,1
PrototypeStarglitter,R1,4,15,1
PrototypeStarglitter,R2,4,15,1
PrototypeStarglitter,R3,4,15,1
PrototypeStarglitter,R4,4,15,1
PrototypeStarglitter,R5,4,15,1
WhiteTassel,R1,4,12,4
WhiteTassel,R2,4,12,4
WhiteTassel,R3,4,12,4
WhiteTassel,R4,4,12,4
WhiteTassel,R5,4,12,4
