weapon,refine,atk,crate,cdmg
Lithic (3 Stacks),R5,0,5,15
Lithic (2 Stacks),R1,0,8,12
Lithic (2 Stacks),R2,0,8,12
Lithic (2 Stacks),R3,0,7,13
Lithic (2 Stacks),R4,0,7,13
Lithic (2 Stacks),R5,0,6,14
Lithic (1 Stacks),R1,0,9,11
Lithic (1 Stacks),R2,0,9,11
Lithic (1 Stacks),R3,0,9,11
Lithic (1 Stacks),R4,0,8,12
Lithic (1 Stacks),R5,0,8,12
Deathmatch (1 Opponent),R1,0,1,19
Deathmatch (1 Opponent),R2,0,1,19
Deathmatch (1 Opponent),R3,0,1,19
Deathmatch (1 Opponent),R4,0,1,19
Deathmatch (1 Opponent),R5,0,1,19
Deathmatch (2+ Opponents),R1,0,1,19
Deathmatch (2+ Opponents),R2,0,1,19
Deathmatch (2+ Opponents),R3,0,1,19
Deathmatch (2+ Opponents),R4,0,1,19
Deathmatch (2+ Opponents),R5,0,1,19
Blackcliff (3 Stacks),R1,0,10,10
Blackcliff (3 Stacks),R2,0,10,10
Blackcliff (3 Stacks),R3,0,10,10
Blackcliff (3 Stacks),R4,0,10,10
Blackcliff (3 Stacks),R5,0,10,10
Blackcliff (2 Stacks),R1,0,10,10
Blackcliff (2 Stacks),R2,0,10,10
Blackcliff (2 Stacks),R3,0,10,10
Blackcliff (2 Stacks),R4,0,10,10
Blackcliff (2 Stacks),R5,0,10,10
Blackcliff (1 Stacks),R1,0,10,10
Blackcliff (1 Stacks),R2,0,10,10
Blackcliff (1 Stacks),R3,0,10,10
Blackcliff (1 Stacks),R4,0,10,10
Blackcliff (1 Stacks),R5,0,10,10
Blackcliff (0 Stacks),R1,0,10,10
Blackcliff (0 Stacks),R2,0,10,10
Blackcliff (0 Stacks),R3,0,10,10
Blackcliff (0 Stacks),R4,0,10,10
Blackcliff (0 Stacks),R5,0,10,10
MissiveWindspear (On),R1,0,10,10
MissiveWindspear (On),R2,0,10,10
MissiveWindspear (On),R3,0,10,10
MissiveWindspear (On),R4,0,10,10
MissiveWindspear (On),R5,0,10,10
MissiveWindspear (Off),R1,0,10,10
MissiveWindspear (Off),R2,0,10,10
MissiveWindspear (Off),R3,0,10,10
MissiveWindspear (Off),R4,0,10,10
MissiveWindspear (Off),R5,0,10,10
WavebreakersFin,R1,0,10,10
WavebreakersFin,R2,0,10,10
WavebreakersFin,R3,0,10,10
WavebreakersFin,R4,0,10,10
WavebreakersFin,R5,0,10,10
FavoniusLance,R1,0,10,10
FavoniusLance,R2,0,10,10
FavoniusLance,R3,0,10,10
FavoniusLance,R4,0,10,10
FavoniusLance,R5,0,10,10
PrototypeStarglitter,R1,0,10,10
PrototypeStarglitter,R2,0,10,10
PrototypeStarglitter,R3,0,10,10
PrototypeStarglitter,R4,0,10,10
PrototypeStarglitter,R5,0,10,10
WhiteTassel,R1,0,4,16
WhiteTassel,R2,0,4,16
WhiteTassel,R3,0,4,16
WhiteTassel,R4,0,4,16
WhiteTassel,R5,0,4,16
