weapon,refine,atk,crate,cdmg
WavebreakersFin,R2,0,10,10
WavebreakersFin,R3,0,10,10
WavebreakersFin,R4,0,10,10
WavebreakersFin,R5,0,10,10
FavoniusLance,R1,1,10,9
FavoniusLance,R2,1,10,9
FavoniusLance,R3,1,10,9
FavoniusLance,R4,1,10,9
FavoniusLance,R5,1,10,9
PrototypeStarglitter,R1,1,10,9
PrototypeStarglitter,R2,1,10,9
PrototypeStarglitter,R3,1,10,9
PrototypeStarglitter,R4,1,10,9
PrototypeStarglitter,R5,1,10,9
WhiteTassel,R1,4,4,12
WhiteTassel,R2,4,4,12
WhiteTassel,R3,4,4,12
WhiteTassel,R4,4,4,12
WhiteTassel,R5,4,4,12
