weapon,refine,atk,crate,cdmg
Blackcliff (1 Stacks),R4,0,19,1
Blackcliff (1 Stacks),R5,0,19,1
Blackcliff (0 Stacks),R1,0,19,1
Blackcliff (0 Stacks),R2,0,19,1
Blackcliff (0 Stacks),R3,0,19,1
Blackcliff (0 Stacks),R4,0,19,1
Blackcliff (0 Stacks),R5,0,19,1
MissiveWindspear (On),R1,0,17,3
MissiveWindspear (On),R2,0,17,3
MissiveWindspear (On),R3,0,17,3
MissiveWindspear (On),R4,0,17,3
MissiveWindspear (On),R5,0,17,3
MissiveWindspear (Off),R1,0,17,3
MissiveWindspear (Off),R2,0,17,3
MissiveWindspear (Off),R3,0,17,3
MissiveWindspear (Off),R4,0,17,3
MissiveWindspear (Off),R5,0,17,3
WavebreakersFin,R1,0,17,3
WavebreakersFin,R2,0,17,3
WavebreakersFin,R3,0,17,3
WavebreakersFin,R4,0,17,3
WavebreakersFin,R5,0,17,3
FavoniusLance,R1,0,17,3
FavoniusLance,R2,0,17,3
FavoniusLance,R3,0,17,3
FavoniusLance,R4,0,17,3
FavoniusLance,R5,0,17,3
PrototypeStarglitter,R1,0,17,3
PrototypeStarglitter,R2,0,17,3
PrototypeStarglitter,R3,0,17,3
PrototypeStarglitter,R4,0,17,3
PrototypeStarglitter,R5,0,17,3
WhiteTassel,R1,0,13,7
WhiteTassel,R2,0,13,7
WhiteTassel,R3,0,13,7
WhiteTassel,R4,0,13,7
WhiteTassel,R5,0,13,7
