weapon,refine,atk,crate,cdmg
Lithic (3 Stacks),R3,0,15,10
Lithic (3 Stacks),R4,0,15,10
Lithic (3 Stacks),R5,0,14,11
Lithic (2 Stacks),R1,0,18,7
Lithic (2 Stacks),R2,0,17,8
Lithic (2 Stacks),R3,0,17,8
Lithic (2 Stacks),R4,0,16,9
Lithic (2 Stacks),R5,0,16,9
Lithic (1 Stacks),R1,0,18,7
Lithic (1 Stacks),R2,0,18,7
Lithic (1 Stacks),R3,0,18,7
Lithic (1 Stacks),R4,0,18,7
Lithic (1 Stacks),R5,0,17,8
Deathmatch (1 Opponent),R1,2,10,13
Deathmatch (1 Opponent),R2,2,10,13
Deathmatch (1 Opponent),R3,1,10,14
Deathmatch (1 Opponent),R4,1,10,14
Deathmatch (1 Opponent),R5,0,10,15
Deathmatch (2+ Opponents),R1,3,10,12
Deathmatch (2+ Opponents),R2,3,10,12
Deathmatch (2+ Opponents),R3,2,10,13
Deathmatch (2+ Opponents),R4,2,10,13
Deathmatch (2+ Opponents),R5,2,10,13
Blackcliff (3 Stacks),R1,1,19,5
Blackcliff (3 Stacks),R2,0,19,6
Blackcliff (3 Stacks),R3,0,19,6
Blackcliff (3 Stacks),R4,0,19,6
Blackcliff (3 Stacks),R5,0,19,6
Blackcliff (2 Stacks),R1,2,19,4
Blackcliff (2 Stacks),R2,1,19,5
Blackcliff (2 Stacks),R3,1,19,5
Blackcliff (2 Stacks),R4,0,19,6
Blackcliff (2 Stacks),R5,0,19,6
Blackcliff (1 Stacks),R1,3,19,3
Blackcliff (1 Stacks),R2,3,19,3
Blackcliff (1 Stacks),R3,2,19,4
Blackcliff (1 Stacks),R4,2,19,4
Blackcliff (1 Stacks),R5,2,19,4
Blackcliff (0 Stacks),R1,4,19,2
Blackcliff (0 Stacks),R2,4,19,2
Blackcliff (0 Stacks),R3,4,19,2
Blackcliff (0 Stacks),R4,4,19,2
Blackcliff (0 Stacks),R5,4,19,2
MissiveWindspear (On),R1,0,19,6
MissiveWindspear (On),R2,0,19,6
MissiveWindspear (On),R3,0,19,6
MissiveWindspear (On),R4,0,19,6
MissiveWindspear (On),R5,0,19,6
MissiveWindspear (Off),R1,0,19,6
MissiveWindspear (Off),R2,0,19,6
MissiveWindspear (Off),R3,0,19,6
MissiveWindspear (Off),R4,0,19,6
MissiveWindspear (Off),R5,0,19,6
WavebreakersFin,R1,0,19,6
WavebreakersFin,R2,0,19,6
WavebreakersFin,R3,0,19,6
WavebreakersFin,R4,0,19,6
WavebreakersFin,R5,0,19,6
FavoniusLance,R1,1,19,5
FavoniusLance,R2,1,19,5
FavoniusLance,R3,1,19,5
FavoniusLance,R4,1,19,5
FavoniusLance,R5,1,19,5
PrototypeStarglitter,R1,0,19,6
PrototypeStarglitter,R2,0,19,6
PrototypeStarglitter,R3,0,19,6
PrototypeStarglitter,R4,0,19,6
PrototypeStarglitter,R5,0,19,6
WhiteTassel,R1,3,13,9
WhiteTassel,R2,3,13,9
WhiteTassel,R3,3,13,9
WhiteTassel,R4,3,13,9
WhiteTassel,R5,3,13,9
