weapon,refine,atk,crate,cdmg
StaffOfTheScarletSands,R5,5,8,7
SkywardSpine,R1,4,16,5
SkywardSpine,R2,4,16,5
SkywardSpine,R3,4,16,5
SkywardSpine,R4,4,15,6
SkywardSpine,R5,4,15,6
EngulfingLightning,R1,0,19,6
EngulfingLightning,R2,0,19,6
EngulfingLightning,R3,0,19,6
EngulfingLightning,R4,0,19,6
EngulfingLightning,R5,0,19,6
Lithic (4 Stacks),R1,0,15,5
Lithic (4 Stacks),R2,0,15,5
Lithic (4 Stacks),R3,0,14,6
Lithic (4 Stacks),R4,0,13,7
Lithic (4 Stacks),R5,0,12,8
Lithic (3 Stacks),R1,0,16,4
Lithic (3 Stacks),R2,0,15,5
Lithic (3 Stacks),R3,0,15,5
Lithic (3 Stacks),R4,0,14,6
Lithic (3 Stacks),R5,0,14,6
Lithic (2 Stacks),R1,0,16,4
Lithic (2 Stacks),R2,0,16,4
Lithic (2 Stacks),R3,0,15,5
Lithic (2 Stacks),R4,0,15,5
Lithic (2 Stacks),R5,0,15,5
Lithic (1 Stacks),R1,0,16,4
Lithic (1 Stacks),R2,0,16,4
Lithic (1 Stacks),R3,0,16,4
Lithic (1 Stacks),R4,0,16,4
Lithic (1 Stacks),R5,0,16,4
Deathmatch (1 Opponent),R1,1,10,9
Deathmatch (1 Opponent),R2,1,10,9
Deathmatch (1 Opponent),R3,0,10,10
Deathmatch (1 Opponent),R4,0,10,10
Deathmatch (1 Opponent),R5,0,10,10
Deathmatch (2+ Opponents),R1,2,10,8
Deathmatch (2+ Opponents),R2,1,10,9
Deathmatch (2+ Opponents),R3,1,10,9
Deathmatch (2+ Opponents),R4,1,10,9
Deathmatch (2+ Opponents),R5,0,10,10
Blackcliff (3 Stacks),R1,0,19,1
Blackcliff (3 Stacks),R2,0,19,1
Blackcliff (3 Stacks),R3,0,19,1
Blackcliff (3 Stacks),R4,0,19,1
Blackcliff (3 Stacks),R5,0,19,1
Blackcliff (2 Stacks),R1,1,19,0
Blackcliff (2 Stacks),R2,0,19,1
Blackcliff (2 Stacks),R3,0,19,1
Blackcliff (2 Stacks),R4,0,19,1
Blackcliff (2 Stacks),R5,0,19,1
Blackcliff (1 Stacks),R1,1,19,0
Blackcliff (1 Stacks),R2,1,19,0
Blackcliff (1 Stacks),R3,1,19,0
Blackcliff (1 Stacks),R4,1,19,0
Blackcliff (1 Stacks),R5,1,19,0
Blackcliff (0 Stacks),R1,1,19,0
Blackcliff (0 Stacks),R2,1,19,0
Blackcliff (0 Stacks),R3,1,19,0
Blackcliff (0 Stacks),R4,1,19,0
Blackcliff (0 Stacks),R5,1,19,0
MissiveWindspear (On),R1,0,17,3
MissiveWindspear (On),R2,0,17,3
MissiveWindspear (On),R3,0,17,3
MissiveWindspear (On),R4,0,17,3
MissiveWindspear (On),R5,0,17,3
MissiveWindspear (Off),R1,0,17,3
MissiveWindspear (Off),R2,0,17,3
MissiveWindspear (Off),R3,0,17,3
MissiveWindspear (Off),R4,0,17,3
MissiveWindspear (Off),R5,0,17,3
WavebreakersFin,R1,0,17,3
WavebreakersFin,R2,0,17,3
WavebreakersFin,R3,0,17,3
WavebreakersFin,R4,0,17,3
WavebreakersFin,R5,0,17,3
FavoniusLance,R1,3,18,4
FavoniusLance,R2,3,18,4
FavoniusLance,R3,3,18,4
FavoniusLance,R4,3,18,4
FavoniusLance,R5,3,18,4
PrototypeStarglitter,R1,2,18,5
PrototypeStarglitter,R2,2,18,5
PrototypeStarglitter,R3,2,18,5
PrototypeStarglitter,R4,2,18,5
PrototypeStarglitter,R5,2,18,5
WhiteTassel,R1,1,13,6
WhiteTassel,R2,1,13,6
WhiteTassel,R3,1,13,6
WhiteTassel,R4,1,13,6
WhiteTassel,R5,1,13,6
